id,Date,daynight,code,site,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
1,2019-01-01,Home,GR9,Greenwich - Westhorne Avenue,13.915596202851908,10.951854271590364,11.668160067823782,8.437542065687708,7.798978401004464,12.690392403001296,34.946912387731416,26.569246299943416,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,33.06429900545586,27.28756451894599,33.774728555903955,27.995579678565555,21.846617999838948,22.23802790615374
2,2019-01-01,Work,GR9,Greenwich - Westhorne Avenue,-999,-999,-999,-999,-999,-999,-999,-999,20.895127104742016,20.317810392553728,19.170448820665673,24.099829134962235,20.19489145470944,15.35224721683285,18.06612112447051,17.279855665147746,28.099255072579044,30.497448984032108,-999,-999,-999,-999,-999,-999
3,2019-01-02,Home,GR9,Greenwich - Westhorne Avenue,16.641796011475662,15.102868466522224,9.381797121313994,10.880958956598828,9.774167592653903,15.648339416214217,31.011483634903502,39.109178300150994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,49.171263758637934,48.46405091069606,48.51782667723559,44.92230424277909,37.19222519465278,30.165747405322268
4,2019-01-02,Work,GR9,Greenwich - Westhorne Avenue,-999,-999,-999,-999,-999,-999,-999,-999,40.94869493741162,42.16796918115011,36.51140440735242,37.05853500588324,36.35025397167983,39.57705464314672,33.14975843277899,55.770264349610365,59.38855384204391,54.463745190901385,-999,-999,-999,-999,-999,-999
5,2019-01-03,Home,GR9,Greenwich - Westhorne Avenue,33.77219435908573,28.52209443626953,24.639574145363824,30.30887980660295,29.41690744480143,39.657613690621034,51.73346856383323,68.04020967935716,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,61.17403590132236,71.59590074559094,58.27749813470227,80.77403618757171,81.2960717524343,75.3597941826785
6,2019-01-03,Work,GR9,Greenwich - Westhorne Avenue,-999,-999,-999,-999,-999,-999,-999,-999,66.26254052647151,61.877487763398705,43.42288668510286,49.9185885939832,56.685798841596416,43.73894645365363,47.75022028203635,54.443854030912725,60.97660101487446,67.75816762315469,-999,-999,-999,-999,-999,-999
7,2019-01-04,Home,GR9,Greenwich - Westhorne Avenue,71.65793952078278,57.83450293087838,52.335752403704824,51.51923252761726,57.15353339623072,46.451879808381264,44.16897076266828,54.01654012300837,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,62.98361507824708,68.09266920400304,71.54612627801917,70.71267728256029,71.08027245861764,54.93979419589608
8,2019-01-04,Work,GR9,Greenwich - Westhorne Avenue,-999,-999,-999,-999,-999,-999,-999,-999,57.23752070407877,57.42961661182846,53.3667088384121,51.30711540762912,41.113518310725304,37.99764789289033,41.71602049682358,60.62770940972207,61.752993768534424,62.791521334839885,-999,-999,-999,-999,-999,-999
9,2019-01-05,Home,GR9,Greenwich - Westhorne Avenue,41.012664591097675,34.378610129965224,26.20981492679984,20.946847850489867,20.85401244949694,20.645235980563005,25.1779451964749,30.13518873746972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,36.102868052860174,56.10043878986517,53.213940816480786,44.32615797307719,46.541128887582154,33.40926780428292
10,2019-01-05,Work,GR9,Greenwich - Westhorne Avenue,-999,-999,-999,-999,-999,-999,-999,-999,31.17015372617701,29.354626744150085,29.31277277908484,32.53100725955221,24.862555803030943,29.025432294713863,32.64114640397983,38.11664769319839,34.92550594146467,36.008453642223074,-999,-999,-999,-999,-999,-999
