id,Date,daynight,code,site,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
1,2019-01-01,Home,CT4,City of London - Beech Street,39.586923306905796,36.728633671301104,32.249979792979545,21.428312131368656,32.84501967500034,49.398355970294794,56.09521022620926,67.47855783808491,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,31.09445080125853,37.124066467418785,35.61582132175643,30.168805577576755,29.248182055495892,22.833639189223565
2,2019-01-01,Work,CT4,City of London - Beech Street,-999,-999,-999,-999,-999,-999,-999,-999,56.607647017999106,59.93831030163405,45.528475302946546,27.62440859828142,25.091954107528387,25.1749429726295,31.433412295793108,35.522793788121646,34.23834313479039,53.6515143976962,-999,-999,-999,-999,-999,-999
3,2019-01-02,Home,CT4,City of London - Beech Street,17.52834824384553,16.628810385501556,18.703927870678346,14.400252283916627,16.135259322161478,21.20584675004257,42.94407765886433,74.63451559214519,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,67.10069600544291,55.4100395521608,62.43022306923799,53.523178058051855,58.74724913760795,44.242987131291706
4,2019-01-02,Work,CT4,City of London - Beech Street,-999,-999,-999,-999,-999,-999,-999,-999,73.98609759289283,66.86473927411787,70.95525156057435,71.2827336758567,62.23039360782008,61.833891300240595,77.58838785425853,74.76310652006403,65.3972509963819,126.86427373592682,-999,-999,-999,-999,-999,-999
5,2019-01-03,Home,CT4,City of London - Beech Street,42.87821520191803,26.139025078910286,29.18392899828323,28.07179344669679,29.212969553383676,42.01140531431222,61.84223563897754,74.70365471581334,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,76.89284573108827,75.84026008794933,70.67551096085226,73.66234402250056,72.55888856026674,70.06475609572271
6,2019-01-03,Work,CT4,City of London - Beech Street,-999,-999,-999,-999,-999,-999,-999,-999,75.93240619315965,97.49109953289796,89.40339071223201,81.00028160916904,97.61984693585272,85.17825758296014,75.34084209068742,82.9968921982822,75.26703001350353,79.3791818867788,-999,-999,-999,-999,-999,-999
7,2019-01-04,Home,CT4,City of London - Beech Street,60.02453653975181,42.77200792984578,40.196696389184794,40.91948239466667,38.69742974479007,36.943369777237166,57.36500305183699,61.92569251308579,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,88.7032084864992,85.11393167402687,78.68683122906242,80.23171863024429,73.2172372911628,62.592869999901104
8,2019-01-04,Work,CT4,City of London - Beech Street,-999,-999,-999,-999,-999,-999,-999,-999,65.6589547393332,77.52237398417783,77.6049089149484,78.16424767335431,67.95217050144227,69.81858015773955,81.59909595590491,77.87120457927642,74.63682555828267,90.77873842848273,-999,-999,-999,-999,-999,-999
9,2019-01-05,Home,CT4,City of London - Beech Street,56.120440711652606,44.559744263534505,41.40114080082565,33.91203128063693,26.434383673500793,25.808732285977904,29.689146834825603,31.256206469729687,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,73.69660125822044,72.45839493489056,69.99287905160678,79.64989535198538,77.80268270601552,76.39984786758721
10,2019-01-05,Work,CT4,City of London - Beech Street,-999,-999,-999,-999,-999,-999,-999,-999,37.28338614341114,39.70426121620601,41.15410415126134,35.42796326211575,49.66461893406141,39.812725251497,45.81117543837375,50.54595039046147,56.64493683253655,58.62401671877369,-999,-999,-999,-999,-999,-999
